
CondaError: Run 'conda init' before 'conda deactivate'

Loading OBS dataset and processing seasonal chunks...
OBS dataset loaded. Processing 5092 time steps.
OBS dataset processed. Found 5008 valid input-target pairs.
Total OBS samples across all lead times: 5008
batches per dataset: 40
Performance Before Training: Avg Train Loss: 0.681342934795305, Avg Val Loss: 0.6809169089651678
Epoch: 1, Avg Train Loss: 0.6382289630213479, Avg Val Loss: 0.6036917431895952, LR: [0.0001]
Epoch: 221, Avg Train Loss: 0.11129616062155485, Avg Val Loss: 0.6261670907655085, LR: [6.099435194114177e-05]
Epoch: 222, Avg Train Loss: 0.11121846802512311, Avg Val Loss: 0.6255414713901353, LR: [6.069019913410918e-05]
Epoch: 223, Avg Train Loss: 0.11105034040357226, Avg Val Loss: 0.6260681268703415, LR: [6.038564403546321e-05]
Epoch: 224, Avg Train Loss: 0.110873986459252, Avg Val Loss: 0.6262448411063845, LR: [6.008069866851764e-05]
Epoch: 225, Avg Train Loss: 0.11076834223207516, Avg Val Loss: 0.6267469010030131, LR: [5.9775375071993425e-05]
Epoch: 226, Avg Train Loss: 0.11069884203219328, Avg Val Loss: 0.6262996773795778, LR: [5.946968529954336e-05]
Epoch: 227, Avg Train Loss: 0.11058984381581946, Avg Val Loss: 0.6269713777944861, LR: [5.916364141927623e-05]
Epoch: 228, Avg Train Loss: 0.1104237913743949, Avg Val Loss: 0.6267084301230442, LR: [5.8857255513280384e-05]
Epoch: 229, Avg Train Loss: 0.11027136968637881, Avg Val Loss: 0.62689842740853, LR: [5.85505396771468e-05]
Epoch: 230, Avg Train Loss: 0.11012440116084221, Avg Val Loss: 0.6268673007231784, LR: [5.824350601949149e-05]
Epoch: 231, Avg Train Loss: 0.1099440297575866, Avg Val Loss: 0.6275580805611325, LR: [5.7936166661477535e-05]
Epoch: 232, Avg Train Loss: 0.10981805139550747, Avg Val Loss: 0.6282245637886078, LR: [5.7628533736336545e-05]
Epoch: 233, Avg Train Loss: 0.10969135248851496, Avg Val Loss: 0.6282108039020067, LR: [5.7320619388889645e-05]
Epoch: 234, Avg Train Loss: 0.10955342480790246, Avg Val Loss: 0.6282508461123919, LR: [5.701243577506804e-05]
Epoch: 235, Avg Train Loss: 0.1093560213867997, Avg Val Loss: 0.6282412267301187, LR: [5.670399506143311e-05]
Epoch: 236, Avg Train Loss: 0.10920458112678684, Avg Val Loss: 0.6287952580774923, LR: [5.63953094246961e-05]
Epoch: 237, Avg Train Loss: 0.10905370721427086, Avg Val Loss: 0.6292342847561931, LR: [5.608639105123738e-05]
Epoch: 238, Avg Train Loss: 0.10895244122986185, Avg Val Loss: 0.6298116457414817, LR: [5.5777252136625406e-05]
Epoch: 239, Avg Train Loss: 0.10890474772507186, Avg Val Loss: 0.6300083871381691, LR: [5.5467904885135175e-05]
Epoch: 240, Avg Train Loss: 0.10876129684777527, Avg Val Loss: 0.6297778843408561, LR: [5.51583615092665e-05]
Epoch: 241, Avg Train Loss: 0.10867577332150467, Avg Val Loss: 0.6299533573279817, LR: [5.4848634229261836e-05]
Epoch: 242, Avg Train Loss: 0.10855630574881442, Avg Val Loss: 0.6305375479132056, LR: [5.4538735272623845e-05]
Epoch: 243, Avg Train Loss: 0.10839885382722951, Avg Val Loss: 0.6303961331625859, LR: [5.422867687363271e-05]
Epoch: 244, Avg Train Loss: 0.10822148546686136, Avg Val Loss: 0.63013294612269, LR: [5.391847127286313e-05]
Epoch: 245, Avg Train Loss: 0.1080589757616314, Avg Val Loss: 0.6310931161580333, LR: [5.3608130716701046e-05]
Epoch: 246, Avg Train Loss: 0.10788902748882809, Avg Val Loss: 0.6313038679708047, LR: [5.329766745686024e-05]
Epoch: 247, Avg Train Loss: 0.1077110599683367, Avg Val Loss: 0.6312656454831006, LR: [5.298709374989862e-05]
Epoch: 248, Avg Train Loss: 0.10756580992383517, Avg Val Loss: 0.6316793565731125, LR: [5.267642185673433e-05]
Epoch: 249, Avg Train Loss: 0.10745572616241048, Avg Val Loss: 0.6318707029183073, LR: [5.236566404216177e-05]
Epoch: 250, Avg Train Loss: 0.10735867462076508, Avg Val Loss: 0.6320255078167555, LR: [5.2054832574367366e-05]
Epoch: 251, Avg Train Loss: 0.10723528030234675, Avg Val Loss: 0.6327110479077495, LR: [5.174393972444522e-05]
Epoch: 252, Avg Train Loss: 0.10714643143488625, Avg Val Loss: 0.632416638720083, LR: [5.143299776591272e-05]
Epoch: 253, Avg Train Loss: 0.10705128938135089, Avg Val Loss: 0.6324981337049568, LR: [5.112201897422597e-05]
Epoch: 254, Avg Train Loss: 0.10698382704604291, Avg Val Loss: 0.632686897103055, LR: [5.0811015626295185e-05]
Epoch: 255, Avg Train Loss: 0.10685678207626206, Avg Val Loss: 0.63314366744334, LR: [5.050000000000001e-05]
Epoch: 256, Avg Train Loss: 0.10673031349511164, Avg Val Loss: 0.6335968061747304, LR: [5.018898437370484e-05]
Epoch: 257, Avg Train Loss: 0.10662979416475593, Avg Val Loss: 0.633268366059459, LR: [4.987798102577405e-05]
Epoch: 258, Avg Train Loss: 0.10648254273642957, Avg Val Loss: 0.633601283409681, LR: [4.956700223408729e-05]
Epoch: 259, Avg Train Loss: 0.10634053279390249, Avg Val Loss: 0.6341123075124278, LR: [4.92560602755548e-05]
Epoch: 260, Avg Train Loss: 0.10621297209264602, Avg Val Loss: 0.6340946391284228, LR: [4.894516742563266e-05]
Epoch: 261, Avg Train Loss: 0.10605621461309955, Avg Val Loss: 0.6338850957938874, LR: [4.8634335957838245e-05]
Epoch: 262, Avg Train Loss: 0.10589415698441633, Avg Val Loss: 0.6345107726366871, LR: [4.832357814326571e-05]
Epoch: 263, Avg Train Loss: 0.10578462049374442, Avg Val Loss: 0.634529360499515, LR: [4.8012906250101425e-05]
Epoch: 264, Avg Train Loss: 0.10571885086707215, Avg Val Loss: 0.6348911956012011, LR: [4.77023325431398e-05]
Epoch: 265, Avg Train Loss: 0.10563566631408255, Avg Val Loss: 0.6352309420764208, LR: [4.739186928329901e-05]
Epoch: 266, Avg Train Loss: 0.10553736595207086, Avg Val Loss: 0.635198102054368, LR: [4.7081528727136934e-05]
Epoch: 267, Avg Train Loss: 0.10544000075774106, Avg Val Loss: 0.6354329448297205, LR: [4.677132312636734e-05]
Epoch: 268, Avg Train Loss: 0.10531536749093653, Avg Val Loss: 0.6356953358745195, LR: [4.646126472737622e-05]
Epoch: 269, Avg Train Loss: 0.10520675664680305, Avg Val Loss: 0.6357554743489421, LR: [4.6151365770738234e-05]
Epoch: 270, Avg Train Loss: 0.10507803588999103, Avg Val Loss: 0.6360056540405608, LR: [4.584163849073356e-05]
Epoch: 271, Avg Train Loss: 0.1049942900092882, Avg Val Loss: 0.6367443745354732, LR: [4.553209511486489e-05]
Epoch: 272, Avg Train Loss: 0.10486193738027308, Avg Val Loss: 0.6369006021089287, LR: [4.522274786337465e-05]
Epoch: 273, Avg Train Loss: 0.10472626050486644, Avg Val Loss: 0.6368820455919699, LR: [4.491360894876267e-05]
Epoch: 274, Avg Train Loss: 0.10462510771853648, Avg Val Loss: 0.6374833954282966, LR: [4.4604690575303974e-05]
Epoch: 275, Avg Train Loss: 0.1044927598148528, Avg Val Loss: 0.6374984509441483, LR: [4.429600493856696e-05]
Epoch: 276, Avg Train Loss: 0.10437792547584357, Avg Val Loss: 0.6375266083208213, LR: [4.398756422493203e-05]
Epoch: 277, Avg Train Loss: 0.10426977496231607, Avg Val Loss: 0.6377325435558638, LR: [4.367938061111043e-05]
Epoch: 278, Avg Train Loss: 0.10418146404181054, Avg Val Loss: 0.6381966405180821, LR: [4.3371466263663525e-05]
Epoch: 279, Avg Train Loss: 0.10410018403702533, Avg Val Loss: 0.6382916213506722, LR: [4.306383333852253e-05]
Epoch: 280, Avg Train Loss: 0.10398753830332552, Avg Val Loss: 0.6382191746358378, LR: [4.275649398050858e-05]
Epoch: 281, Avg Train Loss: 0.10385356850206338, Avg Val Loss: 0.6383346131598332, LR: [4.244946032285327e-05]
Epoch: 282, Avg Train Loss: 0.10371722623828031, Avg Val Loss: 0.6388715151771606, LR: [4.214274448671968e-05]
Epoch: 283, Avg Train Loss: 0.10360602278004731, Avg Val Loss: 0.6392208378153493, LR: [4.183635858072385e-05]
Epoch: 284, Avg Train Loss: 0.10350798318522403, Avg Val Loss: 0.6394994185265317, LR: [4.153031470045671e-05]
Epoch: 285, Avg Train Loss: 0.10343154569446025, Avg Val Loss: 0.6396644193812671, LR: [4.122462492800664e-05]
Epoch: 286, Avg Train Loss: 0.10336589719728184, Avg Val Loss: 0.6398486050951528, LR: [4.0919301331482436e-05]
Epoch: 287, Avg Train Loss: 0.10328029391048635, Avg Val Loss: 0.6396438068602665, LR: [4.061435596453687e-05]
Epoch: 288, Avg Train Loss: 0.10315397845701382, Avg Val Loss: 0.6398880849796462, LR: [4.0309800865890874e-05]
Epoch: 289, Avg Train Loss: 0.10303526160275708, Avg Val Loss: 0.6404955292127997, LR: [4.000564805885831e-05]
Epoch: 290, Avg Train Loss: 0.10295005896830975, Avg Val Loss: 0.6404909315812161, LR: [3.9701909550871155e-05]
Epoch: 291, Avg Train Loss: 0.10284779656546092, Avg Val Loss: 0.6409628847205782, LR: [3.9398597333005634e-05]
Epoch: 292, Avg Train Loss: 0.10274529299842276, Avg Val Loss: 0.6407095998881822, LR: [3.909572337950878e-05]
Epoch: 293, Avg Train Loss: 0.10263501382880234, Avg Val Loss: 0.6413249252326935, LR: [3.879329964732563e-05]
Epoch: 294, Avg Train Loss: 0.10256325792922978, Avg Val Loss: 0.6411079935343617, LR: [3.849133807562733e-05]
Epoch: 295, Avg Train Loss: 0.10251205686745284, Avg Val Loss: 0.6414041417053497, LR: [3.8189850585339694e-05]
Epoch: 296, Avg Train Loss: 0.10244813516958436, Avg Val Loss: 0.6417272684583626, LR: [3.7888849078672586e-05]
Epoch: 297, Avg Train Loss: 0.10235641537273735, Avg Val Loss: 0.6417438729825723, LR: [3.7588345438650097e-05]
Epoch: 298, Avg Train Loss: 0.10222572988356916, Avg Val Loss: 0.641741192673307, LR: [3.7288351528641414e-05]
Epoch: 299, Avg Train Loss: 0.10211680245475907, Avg Val Loss: 0.6419814456981492, LR: [3.698887919189239e-05]
Epoch: 300, Avg Train Loss: 0.10204511540531737, Avg Val Loss: 0.6422022908807276, LR: [3.668994025105814e-05]
Epoch: 301, Avg Train Loss: 0.10195200708306133, Avg Val Loss: 0.6427700795025465, LR: [3.639154650773618e-05]
Epoch: 302, Avg Train Loss: 0.10182027359149876, Avg Val Loss: 0.6427525894575385, LR: [3.6093709742000544e-05]
Epoch: 303, Avg Train Loss: 0.10170434749575004, Avg Val Loss: 0.6426246531931052, LR: [3.579644171193677e-05]
Epoch: 304, Avg Train Loss: 0.10161337841577031, Avg Val Loss: 0.6434925576130233, LR: [3.54997541531777e-05]
Epoch: 305, Avg Train Loss: 0.10151603534921066, Avg Val Loss: 0.6433658718587868, LR: [3.5203658778440106e-05]
Epoch: 306, Avg Train Loss: 0.10141079704946196, Avg Val Loss: 0.6437428218435006, LR: [3.490816727706241e-05]
Epoch: 307, Avg Train Loss: 0.10132976383008399, Avg Val Loss: 0.6440402891531408, LR: [3.4613291314543135e-05]
Epoch: 308, Avg Train Loss: 0.10123864861723253, Avg Val Loss: 0.6445510563147495, LR: [3.431904253208036e-05]
Epoch: 309, Avg Train Loss: 0.10116787265147485, Avg Val Loss: 0.6444117122912312, LR: [3.402543254611217e-05]
Epoch: 310, Avg Train Loss: 0.10109087858338904, Avg Val Loss: 0.6445357483696652, LR: [3.3732472947858084e-05]
Epoch: 311, Avg Train Loss: 0.10098412718771886, Avg Val Loss: 0.644938566532743, LR: [3.344017530286141e-05]
Epoch: 312, Avg Train Loss: 0.10088401254276681, Avg Val Loss: 0.6451600307962334, LR: [3.314855115053268e-05]
Epoch: 313, Avg Train Loss: 0.1008150670501222, Avg Val Loss: 0.6455660514622571, LR: [3.2857612003694095e-05]
Epoch: 314, Avg Train Loss: 0.10074553663443186, Avg Val Loss: 0.6451364169082794, LR: [3.256736934812499e-05]
Epoch: 315, Avg Train Loss: 0.10064961160898259, Avg Val Loss: 0.6452126963680009, LR: [3.227783464210844e-05]
Epoch: 316, Avg Train Loss: 0.1005853293841442, Avg Val Loss: 0.6459273221008331, LR: [3.1989019315978885e-05]
Epoch: 317, Avg Train Loss: 0.10050445369826362, Avg Val Loss: 0.6459837950083364, LR: [3.170093477167085e-05]
Epoch: 318, Avg Train Loss: 0.10041308728792048, Avg Val Loss: 0.6462754462344713, LR: [3.1413592382268874e-05]
Epoch: 319, Avg Train Loss: 0.10030798021674983, Avg Val Loss: 0.6465385689203482, LR: [3.112700349155849e-05]
Epoch: 320, Avg Train Loss: 0.10022121841870664, Avg Val Loss: 0.6468522004872205, LR: [3.084117941357835e-05]
Epoch: 321, Avg Train Loss: 0.10014531752167065, Avg Val Loss: 0.6468213763369982, LR: [3.0556131432173694e-05]
Epoch: 322, Avg Train Loss: 0.10004906040268434, Avg Val Loss: 0.6470935499050703, LR: [3.0271870800550725e-05]
Epoch: 323, Avg Train Loss: 0.09998132608907674, Avg Val Loss: 0.6469915096028392, LR: [2.9988408740832435e-05]
Epoch: 324, Avg Train Loss: 0.09990544953290119, Avg Val Loss: 0.6470210376488735, LR: [2.970575644361559e-05]
Epoch: 325, Avg Train Loss: 0.09983301937379631, Avg Val Loss: 0.6472505088821351, LR: [2.9423925067528902e-05]
Epoch: 326, Avg Train Loss: 0.09974819482381489, Avg Val Loss: 0.647916091390815, LR: [2.914292573879255e-05]
Epoch: 327, Avg Train Loss: 0.09964721204447902, Avg Val Loss: 0.6478332729928522, LR: [2.8862769550778833e-05]
Epoch: 328, Avg Train Loss: 0.09955999391129569, Avg Val Loss: 0.6483754655754423, LR: [2.8583467563574386e-05]
Epoch: 329, Avg Train Loss: 0.09950550908873956, Avg Val Loss: 0.648357690805458, LR: [2.8305030803543416e-05]
Epoch: 330, Avg Train Loss: 0.09944009744547133, Avg Val Loss: 0.6488453351643931, LR: [2.8027470262892437e-05]
Epoch: 331, Avg Train Loss: 0.09937297328695771, Avg Val Loss: 0.6488094845141072, LR: [2.7750796899236355e-05]
Epoch: 332, Avg Train Loss: 0.0992936090305244, Avg Val Loss: 0.648687285968507, LR: [2.7475021635165814e-05]
Epoch: 333, Avg Train Loss: 0.09920461564184814, Avg Val Loss: 0.6492070425079164, LR: [2.7200155357816056e-05]
Epoch: 334, Avg Train Loss: 0.09911728613524971, Avg Val Loss: 0.6490863955828298, LR: [2.692620891843701e-05]
Epoch: 335, Avg Train Loss: 0.09904941477919918, Avg Val Loss: 0.6498866658286745, LR: [2.665319313196511e-05]
Epoch: 336, Avg Train Loss: 0.09895773565591272, Avg Val Loss: 0.6492997828232815, LR: [2.6381118776596062e-05]
Epoch: 337, Avg Train Loss: 0.09887465483311071, Avg Val Loss: 0.64991308350962, LR: [2.6109996593359558e-05]
Epoch: 338, Avg Train Loss: 0.09878369732134377, Avg Val Loss: 0.6501996415069854, LR: [2.5839837285695208e-05]
Epoch: 339, Avg Train Loss: 0.09870830075359154, Avg Val Loss: 0.6504678462606027, LR: [2.557065151902984e-05]
Epoch: 340, Avg Train Loss: 0.09864585672183926, Avg Val Loss: 0.650493750296741, LR: [2.530244992035662e-05]
Epoch: 341, Avg Train Loss: 0.09858590569006487, Avg Val Loss: 0.6509788252442956, LR: [2.5035243077815428e-05]
Epoch: 342, Avg Train Loss: 0.09851948758565705, Avg Val Loss: 0.6511411880591951, LR: [2.4769041540274895e-05]
Epoch: 343, Avg Train Loss: 0.09843957846577438, Avg Val Loss: 0.6513739038273633, LR: [2.450385581691586e-05]
Epoch: 344, Avg Train Loss: 0.0983673798134529, Avg Val Loss: 0.6513667833282653, LR: [2.4239696376816678e-05]
Epoch: 345, Avg Train Loss: 0.0983037899882823, Avg Val Loss: 0.6515632148282936, LR: [2.397657364853968e-05]
Epoch: 346, Avg Train Loss: 0.09822894062393474, Avg Val Loss: 0.651660371586621, LR: [2.371449801971965e-05]
Epoch: 347, Avg Train Loss: 0.09816003047495248, Avg Val Loss: 0.6520546275780971, LR: [2.3453479836653684e-05]
Epoch: 348, Avg Train Loss: 0.0980914934767954, Avg Val Loss: 0.6519998694321074, LR: [2.3193529403892706e-05]
Epoch: 349, Avg Train Loss: 0.09801511486707577, Avg Val Loss: 0.6523637619626474, LR: [2.293465698383469e-05]
Epoch: 350, Avg Train Loss: 0.09794606349693519, Avg Val Loss: 0.652436136249527, LR: [2.267687279631953e-05]
Epoch: 351, Avg Train Loss: 0.09788471582352125, Avg Val Loss: 0.6527038028990605, LR: [2.2420187018225564e-05]
Epoch: 352, Avg Train Loss: 0.09782875591287198, Avg Val Loss: 0.6529210577922988, LR: [2.2164609783067746e-05]
Epoch: 353, Avg Train Loss: 0.09776259085567954, Avg Val Loss: 0.6529836034869768, LR: [2.1910151180597763e-05]
Epoch: 354, Avg Train Loss: 0.09770712705001326, Avg Val Loss: 0.6530604794680834, LR: [2.1656821256405492e-05]
Epoch: 355, Avg Train Loss: 0.09762939199764538, Avg Val Loss: 0.653270301353409, LR: [2.1404630011522586e-05]
Epoch: 356, Avg Train Loss: 0.09756781419416874, Avg Val Loss: 0.6535883303657471, LR: [2.1153587402027568e-05]
Epoch: 357, Avg Train Loss: 0.09749491522329455, Avg Val Loss: 0.6535532329661913, LR: [2.0903703338652835e-05]
Epoch: 358, Avg Train Loss: 0.0974231342717908, Avg Val Loss: 0.653850686265178, LR: [2.0654987686393273e-05]
Epoch: 359, Avg Train Loss: 0.09737401961534746, Avg Val Loss: 0.6543681213105342, LR: [2.040745026411703e-05]
Epoch: 360, Avg Train Loss: 0.09730244504821534, Avg Val Loss: 0.6542745906993213, LR: [2.016110084417768e-05]
Epoch: 361, Avg Train Loss: 0.09722813220711499, Avg Val Loss: 0.6545183900817931, LR: [1.9915949152028446e-05]
Epoch: 362, Avg Train Loss: 0.09715520654132893, Avg Val Loss: 0.6547480959341345, LR: [1.9672004865838442e-05]
Epoch: 363, Avg Train Loss: 0.09708711740184738, Avg Val Loss: 0.6550718370186855, LR: [1.9429277616110337e-05]
Epoch: 364, Avg Train Loss: 0.09703839709522194, Avg Val Loss: 0.6552551557343319, LR: [1.9187776985300346e-05]
Epoch: 365, Avg Train Loss: 0.0969854198303798, Avg Val Loss: 0.6555087321782967, LR: [1.8947512507439865e-05]
Epoch: 366, Avg Train Loss: 0.09691874725504886, Avg Val Loss: 0.6554875224235048, LR: [1.8708493667759095e-05]
Epoch: 367, Avg Train Loss: 0.09684839794584149, Avg Val Loss: 0.6557882297561464, LR: [1.8470729902312508e-05]
Epoch: 368, Avg Train Loss: 0.09678244914186836, Avg Val Loss: 0.6559262050100532, LR: [1.8234230597606502e-05]
Epoch: 369, Avg Train Loss: 0.09672761053185215, Avg Val Loss: 0.656150672302778, LR: [1.7999005090228672e-05]
Epoch: 370, Avg Train Loss: 0.09666983158317263, Avg Val Loss: 0.6562341444520836, LR: [1.7765062666479235e-05]
Epoch: 371, Avg Train Loss: 0.09660251333679952, Avg Val Loss: 0.6562485227071907, LR: [1.753241256200456e-05]
Epoch: 372, Avg Train Loss: 0.0965418547661284, Avg Val Loss: 0.6566326929278583, LR: [1.730106396143237e-05]
Epoch: 373, Avg Train Loss: 0.09649011291311348, Avg Val Loss: 0.6565614050603008, LR: [1.70710259980093e-05]
Epoch: 374, Avg Train Loss: 0.0964314985377387, Avg Val Loss: 0.6569401928153171, LR: [1.684230775324026e-05]
Epoch: 375, Avg Train Loss: 0.09637453025984168, Avg Val Loss: 0.6572688210058022, LR: [1.6614918256529937e-05]
Epoch: 376, Avg Train Loss: 0.0963177081289125, Avg Val Loss: 0.6573289896387503, LR: [1.638886648482626e-05]
Epoch: 377, Avg Train Loss: 0.0962571584413426, Avg Val Loss: 0.657298485121404, LR: [1.6164161362266173e-05]
Epoch: 378, Avg Train Loss: 0.09620699176824415, Avg Val Loss: 0.6577582349815216, LR: [1.594081175982312e-05]
Epoch: 379, Avg Train Loss: 0.09615221903877698, Avg Val Loss: 0.657775733575403, LR: [1.5718826494956964e-05]
Epoch: 380, Avg Train Loss: 0.09608459912611703, Avg Val Loss: 0.6580183724483171, LR: [1.549821433126591e-05]
Epoch: 381, Avg Train Loss: 0.09603455698437517, Avg Val Loss: 0.6582082790207577, LR: [1.5278983978140384e-05]
Epoch: 382, Avg Train Loss: 0.09597536838020826, Avg Val Loss: 0.6585164245856235, LR: [1.5061144090419362e-05]
Epoch: 383, Avg Train Loss: 0.0959262988595294, Avg Val Loss: 0.6585009240534201, LR: [1.4844703268048613e-05]
Epoch: 384, Avg Train Loss: 0.09587329056443651, Avg Val Loss: 0.6586953636659569, LR: [1.4629670055741205e-05]
Epoch: 385, Avg Train Loss: 0.0958183589623409, Avg Val Loss: 0.658860041088317, LR: [1.4416052942640127e-05]
Epoch: 386, Avg Train Loss: 0.09576532304669118, Avg Val Loss: 0.658966289335988, LR: [1.4203860361983293e-05]
Epoch: 387, Avg Train Loss: 0.09572085954949013, Avg Val Loss: 0.659334091076338, LR: [1.39931006907704e-05]
Epoch: 388, Avg Train Loss: 0.09566621515733092, Avg Val Loss: 0.659505871425112, LR: [1.3783782249432418e-05]
Epoch: 389, Avg Train Loss: 0.0956166180550413, Avg Val Loss: 0.6595775131210387, LR: [1.3575913301502989e-05]
Epoch: 390, Avg Train Loss: 0.09556603320655588, Avg Val Loss: 0.659777920559583, LR: [1.3369502053292254e-05]
Epoch: 391, Avg Train Loss: 0.0955149861213563, Avg Val Loss: 0.6600605947562898, LR: [1.3164556653562862e-05]
Epoch: 392, Avg Train Loss: 0.09545566501682838, Avg Val Loss: 0.6600814858280805, LR: [1.296108519320827e-05]
Epoch: 393, Avg Train Loss: 0.09540928823339706, Avg Val Loss: 0.6602239067336003, LR: [1.2759095704933344e-05]
Epoch: 394, Avg Train Loss: 0.09535657956378661, Avg Val Loss: 0.6604325066049735, LR: [1.255859616293718e-05]
Epoch: 395, Avg Train Loss: 0.09530375484085044, Avg Val Loss: 0.6606107287672887, LR: [1.2359594482598441e-05]
Epoch: 396, Avg Train Loss: 0.09526167215263741, Avg Val Loss: 0.6607975665316639, LR: [1.2162098520162683e-05]
Epoch: 397, Avg Train Loss: 0.09521880741189051, Avg Val Loss: 0.6609327163829272, LR: [1.1966116072432346e-05]
Epoch: 398, Avg Train Loss: 0.09517804506773805, Avg Val Loss: 0.661081532558122, LR: [1.177165487645889e-05]
Epoch: 399, Avg Train Loss: 0.09513756639696305, Avg Val Loss: 0.6610816244585106, LR: [1.1578722609237382e-05]
Epoch: 400, Avg Train Loss: 0.09508593703722137, Avg Val Loss: 0.6615340631321607, LR: [1.1387326887403327e-05]
Epoch: 401, Avg Train Loss: 0.09503864331082033, Avg Val Loss: 0.6616213642268541, LR: [1.1197475266932151e-05]
Epoch: 402, Avg Train Loss: 0.09498854575567894, Avg Val Loss: 0.6617086399123964, LR: [1.1009175242840744e-05]
Epoch: 403, Avg Train Loss: 0.09494790250021594, Avg Val Loss: 0.6616636027852852, LR: [1.0822434248891603e-05]
Epoch: 404, Avg Train Loss: 0.09490330425980513, Avg Val Loss: 0.6620318438427382, LR: [1.0637259657299468e-05]
Epoch: 405, Avg Train Loss: 0.09485799099232736, Avg Val Loss: 0.662105334944934, LR: [1.0453658778440109e-05]
Epoch: 406, Avg Train Loss: 0.09481857936310122, Avg Val Loss: 0.6623504434923727, LR: [1.0271638860561851e-05]
Epoch: 407, Avg Train Loss: 0.0947756955534414, Avg Val Loss: 0.662571004424912, LR: [1.0091207089499397e-05]
Epoch: 408, Avg Train Loss: 0.09473906308161954, Avg Val Loss: 0.6625868310016465, LR: [9.91237058839012e-06]
Epoch: 409, Avg Train Loss: 0.09469062400504474, Avg Val Loss: 0.6627716785408111, LR: [9.735136417392842e-06]
Epoch: 410, Avg Train Loss: 0.09464888739684862, Avg Val Loss: 0.6631581780919991, LR: [9.559511573409195e-06]
Epoch: 411, Avg Train Loss: 0.09461123190408298, Avg Val Loss: 0.6630905935488849, LR: [9.385502989807278e-06]
Epoch: 412, Avg Train Loss: 0.09456849673013866, Avg Val Loss: 0.6632417613766582, LR: [9.213117536148018e-06]
Epoch: 413, Avg Train Loss: 0.09453254573975939, Avg Val Loss: 0.6633397758719456, LR: [9.042362017913989e-06]
Epoch: 414, Avg Train Loss: 0.09449629806685353, Avg Val Loss: 0.6635243035407655, LR: [8.873243176240634e-06]
Epoch: 415, Avg Train Loss: 0.09445487916475839, Avg Val Loss: 0.6636770438862987, LR: [8.705767687650254e-06]
Epoch: 416, Avg Train Loss: 0.09442125989285893, Avg Val Loss: 0.6639083194067754, LR: [8.53994216378838e-06]
Epoch: 417, Avg Train Loss: 0.09438127773742053, Avg Val Loss: 0.6638665930683394, LR: [8.37577315116276e-06]
Epoch: 418, Avg Train Loss: 0.0943442930067841, Avg Val Loss: 0.664135996563976, LR: [8.213267130884886e-06]
Epoch: 419, Avg Train Loss: 0.09430801668117246, Avg Val Loss: 0.6642166896170354, LR: [8.052430518414223e-06]
Epoch: 420, Avg Train Loss: 0.09427041024289162, Avg Val Loss: 0.6643778942970641, LR: [7.893269663304797e-06]
Epoch: 421, Avg Train Loss: 0.09423494006007666, Avg Val Loss: 0.6643994878012821, LR: [7.735790848954645e-06]
Epoch: 422, Avg Train Loss: 0.09420199825535909, Avg Val Loss: 0.6647223504890959, LR: [7.580000292357746e-06]
Epoch: 423, Avg Train Loss: 0.09416961593646224, Avg Val Loss: 0.6647748303603366, LR: [7.425904143858481e-06]
Epoch: 424, Avg Train Loss: 0.09413327487521947, Avg Val Loss: 0.6648651237981728, LR: [7.273508486908956e-06]
Epoch: 425, Avg Train Loss: 0.0941017548204571, Avg Val Loss: 0.6650995526655736, LR: [7.122819337828756e-06]
Epoch: 426, Avg Train Loss: 0.0940703671438894, Avg Val Loss: 0.6651069854360178, LR: [6.973842645567475e-06]
Epoch: 427, Avg Train Loss: 0.09403921936599302, Avg Val Loss: 0.6652568032542073, LR: [6.82658429146981e-06]
Epoch: 428, Avg Train Loss: 0.09400749836012874, Avg Val Loss: 0.6654221270663805, LR: [6.681050089043474e-06]
Epoch: 429, Avg Train Loss: 0.09397761911053554, Avg Val Loss: 0.6654107314181993, LR: [6.537245783729552e-06]
Epoch: 430, Avg Train Loss: 0.09394932719797604, Avg Val Loss: 0.6656144365846398, LR: [6.395177052675798e-06]
Epoch: 431, Avg Train Loss: 0.0939185028194454, Avg Val Loss: 0.6656531323474717, LR: [6.254849504512447e-06]
Epoch: 432, Avg Train Loss: 0.09388659431643914, Avg Val Loss: 0.6658149413853528, LR: [6.116268679130828e-06]
Epoch: 433, Avg Train Loss: 0.09386013093642735, Avg Val Loss: 0.6659349281474414, LR: [5.979440047464636e-06]
Epoch: 434, Avg Train Loss: 0.09383459705276, Avg Val Loss: 0.6660393785195522, LR: [5.844369011273963e-06]
Epoch: 435, Avg Train Loss: 0.09380702973226551, Avg Val Loss: 0.666078474179682, LR: [5.7110609029320455e-06]
Epoch: 436, Avg Train Loss: 0.09378005062234435, Avg Val Loss: 0.6662194804841304, LR: [5.579520985214713e-06]
Epoch: 437, Avg Train Loss: 0.09375252422600804, Avg Val Loss: 0.6663717390056625, LR: [5.449754451092719e-06]
Epoch: 438, Avg Train Loss: 0.09372692698186402, Avg Val Loss: 0.6664596606060803, LR: [5.321766423526617e-06]
Epoch: 439, Avg Train Loss: 0.09369789814783641, Avg Val Loss: 0.6665525925586898, LR: [5.195561955264585e-06]
Epoch: 440, Avg Train Loss: 0.09367442201679686, Avg Val Loss: 0.6666321327011898, LR: [5.071146028642936e-06]
Epoch: 441, Avg Train Loss: 0.09365248228569154, Avg Val Loss: 0.6667435133599665, LR: [4.9485235553894295e-06]
